Dates,latitude,longitude,u10,v10,t2m,valid_time
2025-02-06 00:00:00+00:00,67.6,26.8,2.4268255,4.2870855,269.33795,2025-02-06 12:00:00
2025-02-06 00:00:00+00:00,67.2,26.4,2.4117842,4.227355,269.383,2025-02-06 12:00:00
2025-02-06 00:00:00+00:00,67.2,26.8,2.3921232,4.1495123,269.0899,2025-02-06 12:00:00
2025-02-07 00:00:00+00:00,67.6,26.4,4.5296125,3.193307,276.31018,2025-02-07 12:00:00
2025-02-07 00:00:00+00:00,67.6,26.8,4.568515,3.0252314,276.26422,2025-02-07 12:00:00
2025-02-07 00:00:00+00:00,67.2,26.4,4.3207655,2.4449549,276.38904,2025-02-07 12:00:00
2025-02-07 00:00:00+00:00,67.2,26.8,4.4033155,2.2791834,276.42487,2025-02-07 12:00:00
2025-02-08 00:00:00+00:00,67.6,26.4,1.4679747,4.0821724,268.93176,2025-02-08 12:00:00
2025-02-08 00:00:00+00:00,67.6,26.8,1.5625029,4.038067,269.03125,2025-02-08 12:00:00
2025-02-08 00:00:00+00:00,67.2,26.4,1.5982771,3.942337,269.1627,2025-02-08 12:00:00
2025-02-08 00:00:00+00:00,67.2,26.8,1.8591948,3.9970016,269.3539,2025-02-08 12:00:00
2025-02-09 00:00:00+00:00,67.6,26.4,3.5525217,3.5518112,269.7284,2025-02-09 12:00:00
2025-02-09 00:00:00+00:00,67.6,26.8,3.2626657,3.6274567,269.69858,2025-02-09 12:00:00
2025-02-09 00:00:00+00:00,67.2,26.4,2.648713,3.9626083,269.58273,2025-02-09 12:00:00
2025-02-09 00:00:00+00:00,67.2,26.8,2.163392,4.0066986,269.46765,2025-02-09 12:00:00
2025-02-10 00:00:00+00:00,67.6,26.4,3.4463797,-1.1696634,270.92874,2025-02-10 12:00:00
2025-02-10 00:00:00+00:00,67.6,26.8,3.4594412,-1.3714228,270.83502,2025-02-10 12:00:00
2025-02-10 00:00:00+00:00,67.2,26.4,2.963149,-1.1810846,270.9907,2025-02-10 12:00:00
2025-02-10 00:00:00+00:00,67.2,26.8,2.9526663,-1.3393183,270.98938,2025-02-10 12:00:00
2025-02-11 00:00:00+00:00,67.6,26.4,4.611472,1.5149908,275.24896,2025-02-11 12:00:00
2025-02-11 00:00:00+00:00,67.6,26.8,4.717555,1.4377146,275.13345,2025-02-11 12:00:00
2025-02-11 00:00:00+00:00,67.2,26.4,4.51567,1.5382318,275.24313,2025-02-11 12:00:00
2025-02-11 00:00:00+00:00,67.2,26.8,4.649501,1.4387331,275.19653,2025-02-11 12:00:00
2025-02-12 00:00:00+00:00,67.6,26.4,2.1488457,-3.6568203,269.73065,2025-02-12 12:00:00
2025-02-12 00:00:00+00:00,67.6,26.8,2.2086525,-3.7854443,269.65735,2025-02-12 12:00:00
2025-02-12 00:00:00+00:00,67.2,26.4,1.8670616,-3.6925144,269.869,2025-02-12 12:00:00
2025-02-12 00:00:00+00:00,67.2,26.8,1.9942589,-3.7653065,269.85913,2025-02-12 12:00:00
2025-02-13 00:00:00+00:00,67.6,26.4,0.80898374,-3.19975,267.8155,2025-02-13 12:00:00
2025-02-13 00:00:00+00:00,67.6,26.8,0.9406671,-3.2566538,267.82245,2025-02-13 12:00:00
2025-02-13 00:00:00+00:00,67.2,26.4,0.26850218,-3.2726545,267.51355,2025-02-13 12:00:00
2025-02-13 00:00:00+00:00,67.2,26.8,0.42302793,-3.3009443,267.59293,2025-02-13 12:00:00
2025-02-14 00:00:00+00:00,67.6,26.4,0.45541292,-2.4070816,265.2989,2025-02-14 12:00:00
2025-02-14 00:00:00+00:00,67.6,26.8,0.57844836,-2.2741013,265.3482,2025-02-14 12:00:00
2025-02-14 00:00:00+00:00,67.2,26.4,0.34459978,-2.5658417,265.0007,2025-02-14 12:00:00
2025-02-14 00:00:00+00:00,67.2,26.8,0.3682204,-2.6497345,265.10486,2025-02-14 12:00:00
2025-02-15 00:00:00+00:00,67.6,26.4,1.5218477,-0.44026905,263.72845,2025-02-15 12:00:00
2025-02-15 00:00:00+00:00,67.6,26.8,1.6248751,-0.49049336,263.5099,2025-02-15 12:00:00
2025-02-15 00:00:00+00:00,67.2,26.4,1.1893511,-0.8351131,263.4897,2025-02-15 12:00:00
2025-02-15 00:00:00+00:00,67.2,26.8,1.2070208,-0.8969112,263.43826,2025-02-15 12:00:00
2025-02-16 00:00:00+00:00,67.6,26.4,1.3658743,-1.1721773,266.96918,2025-02-16 12:00:00
2025-02-16 00:00:00+00:00,67.6,26.8,1.2593756,-0.95764637,266.69934,2025-02-16 12:00:00
2025-02-16 00:00:00+00:00,67.2,26.4,1.2516165,-0.8796053,266.31622,2025-02-16 12:00:00
2025-02-16 00:00:00+00:00,67.2,26.8,1.1686659,-0.6810198,266.13864,2025-02-16 12:00:00
2025-02-17 00:00:00+00:00,67.6,26.4,2.0974932,-3.3018637,268.18915,2025-02-17 12:00:00
2025-02-17 00:00:00+00:00,67.6,26.8,2.2778063,-2.9947042,268.03577,2025-02-17 12:00:00
2025-02-17 00:00:00+00:00,67.2,26.4,1.715703,-2.8624868,267.6935,2025-02-17 12:00:00
2025-02-17 00:00:00+00:00,67.2,26.8,1.7823381,-2.4132223,267.53442,2025-02-17 12:00:00
2025-02-18 00:00:00+00:00,67.6,26.4,2.4767733,-3.3863354,267.4676,2025-02-18 12:00:00
2025-02-18 00:00:00+00:00,67.6,26.8,2.3668222,-3.2629528,267.40622,2025-02-18 12:00:00
2025-02-18 00:00:00+00:00,67.2,26.4,2.3554049,-2.8028088,267.3842,2025-02-18 12:00:00
2025-02-18 00:00:00+00:00,67.2,26.8,2.2686892,-2.5804424,267.38004,2025-02-18 12:00:00
2025-02-19 00:00:00+00:00,67.6,26.4,2.2980928,0.9508421,269.23242,2025-02-19 12:00:00
2025-02-19 00:00:00+00:00,67.6,26.8,2.2948732,1.0574019,268.7298,2025-02-19 12:00:00
2025-02-19 00:00:00+00:00,67.2,26.4,1.817975,0.76183146,269.07446,2025-02-19 12:00:00
2025-02-19 00:00:00+00:00,67.2,26.8,1.7699099,0.7348234,268.75644,2025-02-19 12:00:00
2025-02-20 00:00:00+00:00,67.6,26.4,2.1529036,2.711584,269.02917,2025-02-20 12:00:00
2025-02-20 00:00:00+00:00,67.6,26.8,2.229846,2.657076,268.73035,2025-02-20 12:00:00
2025-02-20 00:00:00+00:00,67.2,26.4,1.9529448,2.7578182,268.10474,2025-02-20 12:00:00
2025-02-20 00:00:00+00:00,67.2,26.8,2.1025572,2.5499287,267.93628,2025-02-20 12:00:00
